epoch	bini322_train	bini322_test	dgemm_train	dgemm_test	schonhage333_train	schonhage333_test	smirnov224_train	smirnov224_test	smirnov225_train	smirnov225_test	smirnov272_train	smirnov272_test	smirnov323_train	smirnov323_test	smirnov333_train	smirnov333_test	smirnov334_train	smirnov334_test	smirnov442_train	smirnov442_test	smirnov444_train	smirnov444_test	smirnov552_train	smirnov552_test	smirnov555_train	smirnov555_test
10	0.9958666563034058	0.9767000079154968	0.994533360004425	0.9787999987602234	0.9955000281333923	0.9768000245094299	0.9953833222389221	0.9728000164031982	0.9961166381835938	0.9763000011444092	0.994700014591217	0.9642000198364258	0.9958333373069763	0.972000002861023	0.9956333041191101	0.9758999943733215	0.9944166541099548	0.9765999913215637	0.9957500100135803	0.9785000085830688	0.9945666790008545	0.9736999869346619	0.9943000078201294	0.9685999751091003	0.9951833486557007	0.972100019454956
11	0.9959166646003723	0.9767000079154968	0.9954666495323181	0.9740999937057495	0.9960500001907349	0.9800999760627747	0.995283305644989	0.9728999733924866	0.9963666796684265	0.9800000190734863	0.9950666427612305	0.9781000018119812	0.9964333176612854	0.9721999764442444	0.995199978351593	0.9653000235557556	0.9946833252906799	0.9758999943733215	0.9948999881744385	0.9781000018119812	0.9955166578292847	0.9765999913215637	0.9947500228881836	0.9742000102996826	0.9955666661262512	0.9779000282287598
12	0.996150016784668	0.9789999723434448	0.9961166381835938	0.9725000262260437	0.9962000250816345	0.9769999980926514	0.9947333335876465	0.9797000288963318	0.9956333041191101	0.9799000024795532	0.9961666464805603	0.9772999882698059	0.9938166737556458	0.9757999777793884	0.9951666593551636	0.9692000150680542	0.9963499903678894	0.9750999808311462	0.996066689491272	0.9769999980926514	0.9954333305358887	0.9700000286102295	0.9958333373069763	0.973800003528595	0.9962499737739563	0.9782999753952026
13	0.9954833388328552	0.9779000282287598	0.9966833591461182	0.9769999980926514	0.9956499934196472	0.9793000221252441	0.9966999888420105	0.9803000092506409	0.9968000054359436	0.9794999957084656	0.9970666766166687	0.9764999747276306	0.9958833456039429	0.9771000146865845	0.9948833584785461	0.9750000238418579	0.996566653251648	0.9767000079154968	0.996150016784668	0.9772999882698059	0.9956833124160767	0.9753999710083008	0.994616687297821	0.9781000018119812	0.9953833222389221	0.9782999753952026
14	0.9958833456039429	0.980400025844574	0.9972000122070312	0.9810000061988831	0.9969000220298767	0.9743000268936157	0.9969666600227356	0.9754999876022339	0.9958166480064392	0.9761000275611877	0.996233344078064	0.98089998960495	0.9958000183105469	0.9803000092506409	0.9962833523750305	0.9797999858856201	0.9972333312034607	0.9763000011444092	0.9961333274841309	0.978600025177002	0.9966833591461182	0.9779000282287598	0.9954666495323181	0.9789000153541565	0.9959333539009094	0.9733999967575073
15	0.9965999722480774	0.9801999926567078	0.994700014591217	0.9783999919891357	0.9955999851226807	0.9796000123023987	0.9975833296775818	0.9822999835014343	0.9966833591461182	0.9801999926567078	0.9978166818618774	0.9800000190734863	0.996749997138977	0.9743000268936157	0.9972666501998901	0.9786999821662903	0.9963666796684265	0.9800999760627747	0.9972000122070312	0.9769999980926514	0.9968500137329102	0.9761000275611877	0.9963666796684265	0.9789999723434448	0.9975333213806152	0.9793999791145325
16	0.9977499842643738	0.9761999845504761	0.9978500008583069	0.9776999950408936	0.9967666864395142	0.9749000072479248	0.9984833598136902	0.9796000123023987	0.9973666667938232	0.9758999943733215	0.9961166381835938	0.978600025177002	0.9970666766166687	0.9805999994277954	0.9975166916847229	0.9782000184059143	0.9969833493232727	0.9800999760627747	0.995983362197876	0.9824000000953674	0.9972500205039978	0.9785000085830688	0.9971500039100647	0.9811999797821045	0.9967666864395142	0.9800000190734863
17	0.9967166781425476	0.9797999858856201	0.9980166554450989	0.9781000018119812	0.997083306312561	0.9708999991416931	0.9965833425521851	0.9800999760627747	0.9959166646003723	0.9781000018119812	0.9966833591461182	0.9783999919891357	0.9984666705131531	0.9797000288963318	0.9978833198547363	0.9769999980926514	0.9971500039100647	0.9793000221252441	0.9977666735649109	0.9803000092506409	0.9976333379745483	0.9783999919891357	0.9988333582878113	0.9810000061988831	0.9958833456039429	0.9765999913215637
18	0.9976333379745483	0.9768000245094299	0.9972500205039978	0.9767000079154968	0.996666669845581	0.9782999753952026	0.9980833530426025	0.9811999797821045	0.9975000023841858	0.9785000085830688	0.997083306312561	0.9779000282287598	0.9969333410263062	0.9797999858856201	0.996666669845581	0.9747999906539917	0.9962000250816345	0.9790999889373779	0.9981666803359985	0.9790999889373779	0.9969333410263062	0.9758999943733215	0.9971166849136353	0.979200005531311	0.9974499940872192	0.9765999913215637
19	0.9970333576202393	0.9763000011444092	0.9976333379745483	0.9781000018119812	0.9983833432197571	0.9812999963760376	0.9983166456222534	0.980400025844574	0.9968166947364807	0.9775000214576721	0.9983166456222534	0.9785000085830688	0.9974166750907898	0.9800999760627747	0.9975000023841858	0.9739000201225281	0.9982666373252869	0.9810000061988831	0.9972333312034607	0.9804999828338623	0.9969833493232727	0.9775999784469604	0.996483325958252	0.9815999865531921	0.9985166788101196	0.9790999889373779
20	0.9975166916847229	0.9811999797821045	0.997783362865448	0.9789999723434448	0.9988499879837036	0.9772999882698059	0.9951833486557007	0.978600025177002	0.998033344745636	0.980400025844574	0.99795001745224	0.977400004863739	0.9969499707221985	0.9797999858856201	0.9968500137329102	0.9797999858856201	0.9984999895095825	0.9775999784469604	0.9973333477973938	0.9783999919891357	0.9973000288009644	0.9786999821662903	0.9983999729156494	0.9807000160217285	0.9979666471481323	0.9812999963760376
21	0.9985166788101196	0.9789000153541565	0.998199999332428	0.9754999876022339	0.9973166584968567	0.9817000031471252	0.9976333379745483	0.9793999791145325	0.9986166954040527	0.9815999865531921	0.9972500205039978	0.9778000116348267	0.9977166652679443	0.9793000221252441	0.9981833100318909	0.9782999753952026	0.9972666501998901	0.9801999926567078	0.9969833493232727	0.9790999889373779	0.9970666766166687	0.9785000085830688	0.9962166547775269	0.9783999919891357	0.9977499842643738	0.9735000133514404
22	0.9970999956130981	0.9821000099182129	0.9971500039100647	0.9761999845504761	0.9977499842643738	0.9789999723434448	0.9973833560943604	0.9807000160217285	0.9989666938781738	0.9768000245094299	0.9969333410263062	0.9740999937057495	0.998116672039032	0.9781000018119812	0.9981666803359985	0.9799000024795532	0.9963333606719971	0.9797000288963318	0.9974833130836487	0.9781000018119812	0.9969833493232727	0.977400004863739	0.9987833499908447	0.9819999933242798	0.9953833222389221	0.98089998960495
23	0.9987666606903076	0.9833999872207642	0.9976500272750854	0.9819999933242798	0.9970499873161316	0.9772999882698059	0.9980999827384949	0.9811999797821045	0.9958500266075134	0.9797000288963318	0.99836665391922	0.9778000116348267	0.9990333318710327	0.9779000282287598	0.9972833395004272	0.9793000221252441	0.9981833100318909	0.9814000129699707	0.9976666569709778	0.9800999760627747	0.9976000189781189	0.9749000072479248	0.9987999796867371	0.9807000160217285	0.9968000054359436	0.9767000079154968
24	0.9987166523933411	0.9796000123023987	0.9978166818618774	0.9793000221252441	0.998283326625824	0.9812999963760376	0.9983833432197571	0.9760000109672546	0.9978833198547363	0.9785000085830688	0.9975833296775818	0.9760000109672546	0.9990000128746033	0.9803000092506409	0.99631667137146	0.9786999821662903	0.998199999332428	0.9815000295639038	0.9978500008583069	0.9799000024795532	0.9968500137329102	0.9786999821662903	0.996999979019165	0.979200005531311	0.9979333281517029	0.9787999987602234
25	0.9973666667938232	0.979200005531311	0.9984333515167236	0.9787999987602234	0.9973666667938232	0.9753999710083008	0.9980666637420654	0.9825000166893005	0.9983333349227905	0.9804999828338623	0.996483325958252	0.9775999784469604	0.9995166659355164	0.9807999730110168	0.9986000061035156	0.9811000227928162	0.9991666674613953	0.9818999767303467	0.995983362197876	0.9779000282287598	0.9977166652679443	0.9811999797821045	0.9987333416938782	0.98089998960495	0.9980000257492065	0.9835000038146973
26	0.9980499744415283	0.9781000018119812	0.9975000023841858	0.9769999980926514	0.9979166388511658	0.9803000092506409	0.9987499713897705	0.9824000000953674	0.998199999332428	0.9793999791145325	0.998116672039032	0.9794999957084656	0.9954833388328552	0.975600004196167	0.998033344745636	0.9787999987602234	0.9970499873161316	0.9797999858856201	0.9973166584968567	0.9832000136375427	0.9987499713897705	0.9779000282287598	0.9975000023841858	0.9797999858856201	0.9987499713897705	0.9771000146865845
27	0.99795001745224	0.9779999852180481	0.9973999857902527	0.9793999791145325	0.9981499910354614	0.9801999926567078	0.9987166523933411	0.9794999957084656	0.9981333613395691	0.9800000190734863	0.9990500211715698	0.9805999994277954	0.9965166449546814	0.9805999994277954	0.9983333349227905	0.980400025844574	0.99795001745224	0.9765999913215637	0.9983333349227905	0.9825000166893005	0.9989333152770996	0.982200026512146	0.9976333379745483	0.9757000207901001	0.997783362865448	0.9785000085830688
28	0.997866690158844	0.984000027179718	0.9974499940872192	0.9811000227928162	0.9979000091552734	0.9803000092506409	0.9979000091552734	0.9815000295639038	0.9978166818618774	0.9761999845504761	0.9989166855812073	0.9793999791145325	0.9978166818618774	0.9794999957084656	0.9977499842643738	0.9779999852180481	0.996749997138977	0.9789999723434448	0.9990000128746033	0.9818999767303467	0.9990166425704956	0.9804999828338623	0.9968833327293396	0.9768999814987183	0.9965000152587891	0.982200026512146
29	0.9990666508674622	0.9825999736785889	0.9985666871070862	0.9807999730110168	0.9978333115577698	0.9807999730110168	0.9982333183288574	0.982200026512146	0.9973999857902527	0.9805999994277954	0.9975666403770447	0.9810000061988831	0.9986166954040527	0.9830999970436096	0.9967333078384399	0.9714999794960022	0.9982500076293945	0.9789000153541565	0.9992499947547913	0.983299970626831	0.9966999888420105	0.973800003528595	0.9979666471481323	0.982200026512146	0.9984333515167236	0.983299970626831
30	0.9985666871070862	0.9800999760627747	0.9980166554450989	0.9768999814987183	0.9980833530426025	0.9772999882698059	0.99795001745224	0.9794999957084656	0.9983999729156494	0.9800000190734863	0.9973999857902527	0.973800003528595	0.9980833530426025	0.9815000295639038	0.9976000189781189	0.982699990272522	0.9985166788101196	0.9775000214576721	0.9987666606903076	0.982699990272522	0.998033344745636	0.984000027179718	0.9980000257492065	0.9804999828338623	0.9988333582878113	0.9817000031471252
31	0.9962666630744934	0.9811000227928162	0.9979166388511658	0.9797000288963318	0.9987666606903076	0.9817000031471252	0.9965500235557556	0.9787999987602234	0.9988999962806702	0.9818999767303467	0.9988833069801331	0.9810000061988831	0.9986000061035156	0.9818999767303467	0.9982333183288574	0.9829999804496765	0.9976166486740112	0.9800999760627747	0.9982166886329651	0.9818000197410583	0.9987833499908447	0.9821000099182129	0.9989333152770996	0.9825000166893005	0.9993000030517578	0.9805999994277954
32	0.9988499879837036	0.9811999797821045	0.998449981212616	0.9811999797821045	0.9992166757583618	0.980400025844574	0.9972666501998901	0.9779999852180481	0.9983833432197571	0.9803000092506409	0.9986666440963745	0.9810000061988831	0.998199999332428	0.9794999957084656	0.9980999827384949	0.9815000295639038	0.9993333220481873	0.9829999804496765	0.9976000189781189	0.9785000085830688	0.9992499947547913	0.9811000227928162	0.9983999729156494	0.9789999723434448	0.9977999925613403	0.9797999858856201
33	0.9986000061035156	0.9797999858856201	0.9986833333969116	0.9805999994277954	0.998033344745636	0.9743000268936157	0.9988999962806702	0.9801999926567078	0.9991499781608582	0.979200005531311	0.9986666440963745	0.9812999963760376	0.9991666674613953	0.9819999933242798	0.9991833567619324	0.9821000099182129	0.9994833469390869	0.9829999804496765	0.997866690158844	0.9796000123023987	0.9980000257492065	0.9825000166893005	0.9978333115577698	0.9815999865531921	0.9978833198547363	0.9811999797821045
34	0.9986500144004822	0.9811999797821045	0.9982166886329651	0.9794999957084656	0.9982333183288574	0.9815000295639038	0.9987333416938782	0.9794999957084656	0.9987000226974487	0.9812999963760376	0.9991333484649658	0.9811999797821045	0.9993166923522949	0.9810000061988831	0.9990666508674622	0.9828000068664551	0.99836665391922	0.9778000116348267	0.9986666440963745	0.9761000275611877	0.998533308506012	0.9819999933242798	0.9973166584968567	0.9799000024795532	0.9988333582878113	0.9810000061988831
35	0.9980833530426025	0.9807999730110168	0.9987333416938782	0.9818000197410583	0.9984666705131531	0.9818999767303467	0.9979166388511658	0.9814000129699707	0.9979833364486694	0.978600025177002	0.9984333515167236	0.9779999852180481	0.9975333213806152	0.9790999889373779	0.9987000226974487	0.9804999828338623	0.9976666569709778	0.9768000245094299	0.9976999759674072	0.9794999957084656	0.9979833364486694	0.9794999957084656	0.998283326625824	0.9818000197410583	0.9988999962806702	0.9817000031471252
36	0.9981499910354614	0.9814000129699707	0.9985833168029785	0.9746999740600586	0.9980666637420654	0.9771999716758728	0.9991499781608582	0.9836000204086304	0.997866690158844	0.9805999994277954	0.9973833560943604	0.9801999926567078	0.9967333078384399	0.979200005531311	0.9974333047866821	0.9812999963760376	0.9988833069801331	0.9819999933242798	0.9973833560943604	0.9815000295639038	0.9970666766166687	0.9811000227928162	0.9992499947547913	0.9822999835014343	0.9992833137512207	0.9819999933242798
37	0.9980666637420654	0.9819999933242798	0.9982666373252869	0.9835000038146973	0.998283326625824	0.9815000295639038	0.999666690826416	0.9822999835014343	0.9986166954040527	0.9786999821662903	0.9980999827384949	0.9801999926567078	0.9984999895095825	0.9807999730110168	0.9982333183288574	0.9768999814987183	0.9990000128746033	0.9819999933242798	0.9987999796867371	0.9821000099182129	0.9986000061035156	0.9817000031471252	0.9991333484649658	0.9819999933242798	0.997866690158844	0.9825000166893005
38	0.9991999864578247	0.9836000204086304	0.998033344745636	0.9787999987602234	0.9980499744415283	0.9810000061988831	0.9994333386421204	0.9818000197410583	0.9989666938781738	0.9814000129699707	0.9988666772842407	0.9830999970436096	0.9987000226974487	0.9843000173568726	0.9986500144004822	0.9810000061988831	0.998449981212616	0.9812999963760376	0.9988999962806702	0.9811999797821045	0.9991833567619324	0.984000027179718	0.9985499978065491	0.9821000099182129	0.997783362865448	0.9801999926567078
39	0.9995333552360535	0.9839000105857849	0.9979666471481323	0.9811999797821045	0.9986666440963745	0.9822999835014343	0.9966166615486145	0.9807000160217285	0.9984166622161865	0.9817000031471252	0.9986000061035156	0.9818999767303467	0.9993000030517578	0.9815999865531921	0.9990666508674622	0.9822999835014343	0.9969499707221985	0.9769999980926514	0.9994666576385498	0.984499990940094	0.9991166591644287	0.9804999828338623	0.9990000128746033	0.982200026512146	0.9987666606903076	0.9783999919891357
40	0.9993833303451538	0.98089998960495	0.9988166689872742	0.9800999760627747	0.9981499910354614	0.9821000099182129	0.9986166954040527	0.9825999736785889	0.9991000294685364	0.9847000241279602	0.9985499978065491	0.9821000099182129	0.9990166425704956	0.9824000000953674	0.9986166954040527	0.9771000146865845	0.9986666440963745	0.982200026512146	0.9995166659355164	0.9829000234603882	0.998199999332428	0.9818000197410583	0.9970499873161316	0.9803000092506409	0.9980166554450989	0.9819999933242798
41	0.9988833069801331	0.9847999811172485	0.9992166757583618	0.9821000099182129	0.9991833567619324	0.9824000000953674	0.9990000128746033	0.9811000227928162	0.9990166425704956	0.975600004196167	0.9984999895095825	0.9796000123023987	0.9987666606903076	0.9821000099182129	0.9974333047866821	0.9761000275611877	0.9993000030517578	0.982699990272522	0.9992666840553284	0.9797999858856201	0.9983166456222534	0.9800999760627747	0.9981833100318909	0.9821000099182129	0.9992166757583618	0.9836000204086304
42	0.996749997138977	0.9797999858856201	0.9992833137512207	0.9837999939918518	0.9990333318710327	0.9829999804496765	0.99836665391922	0.9812999963760376	0.9979333281517029	0.9803000092506409	0.998533308506012	0.9818999767303467	0.9991499781608582	0.9829000234603882	0.9983500242233276	0.9785000085830688	0.9997333288192749	0.9829999804496765	0.9981833100318909	0.9804999828338623	0.9985499978065491	0.98089998960495	0.9994666576385498	0.9821000099182129	0.9991666674613953	0.984000027179718
43	0.9983000159263611	0.9815999865531921	0.9986500144004822	0.9772999882698059	0.9984666705131531	0.9819999933242798	0.9989833235740662	0.9818000197410583	0.9979000091552734	0.9825000166893005	0.9993833303451538	0.9817000031471252	0.9986500144004822	0.9815999865531921	0.9988499879837036	0.9807000160217285	0.9998000264167786	0.9839000105857849	0.9976833462715149	0.9815000295639038	0.9983000159263611	0.9817000031471252	0.9998833537101746	0.9833999872207642	0.9991166591644287	0.9819999933242798
44	0.9982333183288574	0.9830999970436096	0.99836665391922	0.9799000024795532	0.9992499947547913	0.9832000136375427	0.9992833137512207	0.9790999889373779	0.9986500144004822	0.9797999858856201	0.9993166923522949	0.9818000197410583	0.998449981212616	0.9807000160217285	0.9980833530426025	0.98089998960495	0.998199999332428	0.9745000004768372	0.9978833198547363	0.9782999753952026	0.9989833235740662	0.9814000129699707	0.9998666644096375	0.984000027179718	0.9988999962806702	0.9815000295639038
45	0.9991166591644287	0.9805999994277954	0.998449981212616	0.9812999963760376	0.9988833069801331	0.9804999828338623	0.9986833333969116	0.9819999933242798	0.9984833598136902	0.9825000166893005	0.9997000098228455	0.9804999828338623	0.9976999759674072	0.9793000221252441	0.9991833567619324	0.9824000000953674	0.9970499873161316	0.9799000024795532	0.9985666871070862	0.9848999977111816	0.9991499781608582	0.9825999736785889	0.9996833205223083	0.983299970626831	0.9978333115577698	0.9739999771118164
46	0.9986333250999451	0.9789999723434448	0.9987666606903076	0.9829999804496765	0.9979333281517029	0.983299970626831	0.9974333047866821	0.9797999858856201	0.9985666871070862	0.9830999970436096	0.9988166689872742	0.9789000153541565	0.998449981212616	0.9819999933242798	0.9990500211715698	0.9790999889373779	0.998199999332428	0.9829000234603882	0.9993666410446167	0.9836000204086304	0.999666690826416	0.9833999872207642	0.9991333484649658	0.9803000092506409	0.9975333213806152	0.9825000166893005
47	0.9991333484649658	0.9837999939918518	0.9987166523933411	0.9782000184059143	0.9982666373252869	0.9829000234603882	0.997866690158844	0.9815999865531921	0.9991999864578247	0.9833999872207642	0.9973000288009644	0.9778000116348267	0.9991166591644287	0.9842000007629395	0.9990000128746033	0.9807000160217285	0.9987499713897705	0.980400025844574	0.9992166757583618	0.9810000061988831	0.999833345413208	0.984499990940094	0.9957666397094727	0.9822999835014343	0.9990500211715698	0.9833999872207642
48	0.9991999864578247	0.9818000197410583	0.9978500008583069	0.98089998960495	0.9997166395187378	0.9836999773979187	0.9989500045776367	0.9829000234603882	0.998449981212616	0.9815000295639038	0.9985499978065491	0.9824000000953674	0.9995333552360535	0.9822999835014343	0.998033344745636	0.9789000153541565	0.9989666938781738	0.9835000038146973	0.9987499713897705	0.982200026512146	0.9999333620071411	0.9847000241279602	0.9988333582878113	0.9847000241279602	0.999750018119812	0.9848999977111816
49	0.9987499713897705	0.9800000190734863	0.9994000196456909	0.9830999970436096	0.9991999864578247	0.9814000129699707	0.9999499917030334	0.9850000143051147	0.9989333152770996	0.9821000099182129	0.9984999895095825	0.9771000146865845	0.9995333552360535	0.9825999736785889	0.9981333613395691	0.980400025844574	0.9994999766349792	0.9771000146865845	0.9982666373252869	0.9805999994277954	1.0	0.9854000210762024	0.9992166757583618	0.9824000000953674	0.9999666810035706	0.9846000075340271
